Identifier,Label,Description,Created,Modified,History notes,Type,Parent identifiers,Parent labels,Mapping type,Mapped identifier,Mapped label,Mapped type,Theme
50,Democracy,,4/3/13,4/3/13,,Function,42,"Government, citizens and rights",contains,1024,Members - executive forward plan,Service,Government
50,Democracy,,4/3/13,4/3/13,,Function,42,"Government, citizens and rights",contains,1025,Members - honours and awards,Service,Government
50,Democracy,,4/3/13,4/3/13,,Function,42,"Government, citizens and rights",contains,1029,Members - induction and training,Service,Government
50,Democracy,,4/3/13,4/3/13,,Function,42,"Government, citizens and rights",contains,1030,"Members - minutes, agendas and reports",Service,Government
50,Democracy,,4/3/13,4/3/13,,Function,42,"Government, citizens and rights",contains,1031,Members - overview and scrutiny,Service,Government
50,Democracy,,4/3/13,4/3/13,,Function,42,"Government, citizens and rights",contains,1032,Members - political offices,Service,Government
50,Democracy,,4/3/13,4/3/13,,Function,42,"Government, citizens and rights",contains,1027,Members - secretariat,Service,Government
50,Democracy,,4/3/13,4/3/13,,Function,42,"Government, citizens and rights",contains,687,Members of parliament - MPs and MEPs,Service,Government
50,Democracy,,4/3/13,4/3/13,,Function,42,"Government, citizens and rights",contains,723,Parish/town council and councillors,Service,Government
50,Democracy,,4/3/13,4/3/13,,Function,42,"Government, citizens and rights",contains,1013,Postal voting,Service,Government
50,Democracy,,4/3/13,4/3/13,,Function,42,"Government, citizens and rights",contains,361,Proxy voting,Service,Government
50,Democracy,,4/3/13,4/3/13,,Function,42,"Government, citizens and rights",contains,724,Referenda,Service,Government
50,Democracy,,4/3/13,4/3/13,,Function,42,"Government, citizens and rights",contains,362,Voting,Service,Government
51,Equality and diversity,,4/3/13,4/3/13,,Function,42,"Government, citizens and rights",contains,1623,Corporate - equalities and diversity,Service,Government
51,Equality and diversity,,4/3/13,4/3/13,,Function,42,"Government, citizens and rights",contains,861,Equality and diversity,Service,Government
52,Municipal operation,,4/3/13,4/3/13,,Function,42,"Government, citizens and rights",contains,1413,Civic buildings,Service,Government
52,Municipal operation,,4/3/13,4/3/13,,Function,42,"Government, citizens and rights",contains,1137,Civic liability,Service,Government
52,Municipal operation,,4/3/13,4/3/13,,Function,42,"Government, citizens and rights",contains,1045,Civic recognition and awards,Service,Government
52,Municipal operation,,4/3/13,4/3/13,,Function,42,"Government, citizens and rights",contains,1662,Corporate - assets,Service,Government
52,Municipal operation,,4/3/13,4/3/13,,Function,42,"Government, citizens and rights",contains,1667,Corporate - education,Service,Government
52,Municipal operation,,4/3/13,4/3/13,,Function,42,"Government, citizens and rights",contains,990,Corporate - Information management,Service,Government
52,Municipal operation,,4/3/13,4/3/13,,Function,42,"Government, citizens and rights",contains,1657,Corporate - insurance,Service,Government
52,Municipal operation,,4/3/13,4/3/13,,Function,42,"Government, citizens and rights",contains,1626,Corporate - organisation structure,Service,Government
52,Municipal operation,,4/3/13,4/3/13,,Function,42,"Government, citizens and rights",contains,1627,Corporate - partnership working,Service,Government
52,Municipal operation,,4/3/13,4/3/13,,Function,42,"Government, citizens and rights",contains,1628,Corporate - project management,Service,Government
52,Municipal operation,,4/3/13,4/3/13,,Function,42,"Government, citizens and rights",contains,1630,Corporate - reporting,Service,Government
52,Municipal operation,,4/3/13,4/3/13,,Function,42,"Government, citizens and rights",contains,1668,Corporate - research,Service,Government
52,Municipal operation,,4/3/13,4/3/13,,Function,42,"Government, citizens and rights",contains,1631,Corporate - resource planning,Service,Government
52,Municipal operation,,4/3/13,4/3/13,,Function,42,"Government, citizens and rights",contains,1632,Corporate - service management,Service,Government
52,Municipal operation,,4/3/13,4/3/13,,Function,42,"Government, citizens and rights",contains,952,Facilities - accessible buildings,Service,Government
52,Municipal operation,,4/3/13,4/3/13,,Function,42,"Government, citizens and rights",contains,953,Facilities - air handling units,Service,Government
52,Municipal operation,,4/3/13,4/3/13,,Function,42,"Government, citizens and rights",contains,954,Facilities - asbestos,Service,Government
52,Municipal operation,,4/3/13,4/3/13,,Function,42,"Government, citizens and rights",contains,955,Facilities - catering services,Service,Government
52,Municipal operation,,4/3/13,4/3/13,,Function,42,"Government, citizens and rights",contains,1633,Facilities - consumables,Service,Government
52,Municipal operation,,4/3/13,4/3/13,,Function,42,"Government, citizens and rights",contains,956,Facilities - council property,Service,Government
52,Municipal operation,,4/3/13,4/3/13,,Function,42,"Government, citizens and rights",contains,957,Facilities - energy and fuel,Service,Government
52,Municipal operation,,4/3/13,4/3/13,,Function,42,"Government, citizens and rights",contains,1301,Facilities - equipment,Service,Government
52,Municipal operation,,4/3/13,4/3/13,,Function,42,"Government, citizens and rights",contains,959,Facilities - hazardous substances,Service,Government
52,Municipal operation,,4/3/13,4/3/13,,Function,42,"Government, citizens and rights",contains,1299,Facilities - internal mail,Service,Government
52,Municipal operation,,4/3/13,4/3/13,,Function,42,"Government, citizens and rights",contains,951,Facilities - internal room bookings,Service,Government
52,Municipal operation,,4/3/13,4/3/13,,Function,42,"Government, citizens and rights",contains,1658,Facilities - management,Service,Government
52,Municipal operation,,4/3/13,4/3/13,,Function,42,"Government, citizens and rights",contains,960,Facilities - noise,Service,Government
52,Municipal operation,,4/3/13,4/3/13,,Function,42,"Government, citizens and rights",contains,961,Facilities - planned maintenance,Service,Government
52,Municipal operation,,4/3/13,4/3/13,,Function,42,"Government, citizens and rights",contains,963,Facilities - reactive repairs,Service,Government
52,Municipal operation,,4/3/13,4/3/13,,Function,42,"Government, citizens and rights",contains,1300,Facilities - reception,Service,Government
52,Municipal operation,,4/3/13,4/3/13,,Function,42,"Government, citizens and rights",contains,1347,Facilities - risk assessments,Service,Government
52,Municipal operation,,4/3/13,4/3/13,,Function,42,"Government, citizens and rights",contains,964,Facilities - staff/visitor car parking,Service,Government
52,Municipal operation,,4/3/13,4/3/13,,Function,42,"Government, citizens and rights",contains,966,Facilities - water,Service,Government
52,Municipal operation,,4/3/13,4/3/13,,Function,42,"Government, citizens and rights",contains,965,Facilities -fleet ownership and maintenance,Service,Government
52,Municipal operation,,4/3/13,4/3/13,,Function,42,"Government, citizens and rights",contains,882,Festive decorations,Service,Government
52,Municipal operation,,4/3/13,4/3/13,,Function,42,"Government, citizens and rights",contains,967,Finance - accounting,Service,Government
52,Municipal operation,,4/3/13,4/3/13,,Function,42,"Government, citizens and rights",contains,968,Finance - financial management,Service,Government
52,Municipal operation,,4/3/13,4/3/13,,Function,42,"Government, citizens and rights",contains,969,Finance - financial planning,Service,Government
52,Municipal operation,,4/3/13,4/3/13,,Function,42,"Government, citizens and rights",contains,970,Finance - fund management,Service,Government
52,Municipal operation,,4/3/13,4/3/13,,Function,42,"Government, citizens and rights",contains,1700,Finance - indemnification for members and officers,Service,Government
52,Municipal operation,,4/3/13,4/3/13,,Function,42,"Government, citizens and rights",contains,1620,Finance - inter-organisational charging,Service,Government
52,Municipal operation,,4/3/13,4/3/13,,Function,42,"Government, citizens and rights",contains,971,Finance - management and control,Service,Government
52,Municipal operation,,4/3/13,4/3/13,,Function,42,"Government, citizens and rights",contains,972,Finance - revenue and customs,Service,Government
52,Municipal operation,,4/3/13,4/3/13,,Function,42,"Government, citizens and rights",contains,985,ICT - business continuity,Service,Government
52,Municipal operation,,4/3/13,4/3/13,,Function,42,"Government, citizens and rights",contains,986,ICT - data management,Service,Government
52,Municipal operation,,4/3/13,4/3/13,,Function,42,"Government, citizens and rights",contains,987,ICT - hardware,Service,Government
52,Municipal operation,,4/3/13,4/3/13,,Function,42,"Government, citizens and rights",contains,988,ICT - help desk,Service,Government
52,Municipal operation,,4/3/13,4/3/13,,Function,42,"Government, citizens and rights",contains,1634,ICT - maintenance,Service,Government
52,Municipal operation,,4/3/13,4/3/13,,Function,42,"Government, citizens and rights",contains,1660,ICT - manuals,Service,Government
52,Municipal operation,,4/3/13,4/3/13,,Function,42,"Government, citizens and rights",contains,991,ICT - networks,Service,Government
52,Municipal operation,,4/3/13,4/3/13,,Function,42,"Government, citizens and rights",contains,989,ICT - peripherals,Service,Government
52,Municipal operation,,4/3/13,4/3/13,,Function,42,"Government, citizens and rights",contains,1635,ICT - resource management,Service,Government
52,Municipal operation,,4/3/13,4/3/13,,Function,42,"Government, citizens and rights",contains,1659,ICT - security,Service,Government
52,Municipal operation,,4/3/13,4/3/13,,Function,42,"Government, citizens and rights",contains,992,ICT - software,Service,Government
52,Municipal operation,,4/3/13,4/3/13,,Function,42,"Government, citizens and rights",contains,993,ICT - Web site,Service,Government
52,Municipal operation,,4/3/13,4/3/13,,Function,42,"Government, citizens and rights",contains,994,Legal - advice,Service,Government
52,Municipal operation,,4/3/13,4/3/13,,Function,42,"Government, citizens and rights",contains,1671,Legal - case management,Service,Government
52,Municipal operation,,4/3/13,4/3/13,,Function,42,"Government, citizens and rights",contains,1669,Legal - contracts,Service,Government
52,Municipal operation,,4/3/13,4/3/13,,Function,42,"Government, citizens and rights",contains,1670,Legal - judicial review,Service,Government
52,Municipal operation,,4/3/13,4/3/13,,Function,42,"Government, citizens and rights",contains,1663,Legal - land and property,Service,Government
52,Municipal operation,,4/3/13,4/3/13,,Function,42,"Government, citizens and rights",contains,995,Legal - litigation,Service,Government
52,Municipal operation,,4/3/13,4/3/13,,Function,42,"Government, citizens and rights",contains,354,"Minutes, agendas and reports",Service,Government
52,Municipal operation,,4/3/13,4/3/13,,Function,42,"Government, citizens and rights",contains,1636,Operations -  appliance management,Service,Government
52,Municipal operation,,4/3/13,4/3/13,,Function,42,"Government, citizens and rights",contains,1637,"Operations - real time information (traffic, events etc.)",Service,Government
52,Municipal operation,,4/3/13,4/3/13,,Function,42,"Government, citizens and rights",contains,1638,Operations - specialist equipment co-ordination,Service,Government
52,Municipal operation,,4/3/13,4/3/13,,Function,42,"Government, citizens and rights",contains,1639,Operations - user guides,Service,Government
52,Municipal operation,,4/3/13,4/3/13,,Function,42,"Government, citizens and rights",contains,1718,Staff - accommodation,Service,Government
52,Municipal operation,,4/3/13,4/3/13,,Function,42,"Government, citizens and rights",contains,1302,Staff - annual leave,Service,Government
52,Municipal operation,,4/3/13,4/3/13,,Function,42,"Government, citizens and rights",contains,973,Staff - appraisal,Service,Government
52,Municipal operation,,4/3/13,4/3/13,,Function,42,"Government, citizens and rights",contains,1298,Staff - apprenticeships,Service,Government
52,Municipal operation,,4/3/13,4/3/13,,Function,42,"Government, citizens and rights",contains,1661,Staff - benefits,Service,Government
52,Municipal operation,,4/3/13,4/3/13,,Function,42,"Government, citizens and rights",contains,1656,Staff - business travel,Service,Government
52,Municipal operation,,4/3/13,4/3/13,,Function,42,"Government, citizens and rights",contains,1641,Staff - consultation and feedback,Service,Government
52,Municipal operation,,4/3/13,4/3/13,,Function,42,"Government, citizens and rights",contains,1128,Staff - continuing professional development,Service,Government
52,Municipal operation,,4/3/13,4/3/13,,Function,42,"Government, citizens and rights",contains,974,Staff - disciplinary procedures,Service,Government
52,Municipal operation,,4/3/13,4/3/13,,Function,42,"Government, citizens and rights",contains,1665,Staff - disclosure of interests,Service,Government
52,Municipal operation,,4/3/13,4/3/13,,Function,42,"Government, citizens and rights",contains,1297,Staff - employment tribunals,Service,Government
52,Municipal operation,,4/3/13,4/3/13,,Function,42,"Government, citizens and rights",contains,975,Staff - equal pay,Service,Government
52,Municipal operation,,4/3/13,4/3/13,,Function,42,"Government, citizens and rights",contains,1727,Staff - expenses,Service,Government
52,Municipal operation,,4/3/13,4/3/13,,Function,42,"Government, citizens and rights",contains,1290,Staff - grievance,Service,Government
52,Municipal operation,,4/3/13,4/3/13,,Function,42,"Government, citizens and rights",contains,976,Staff - job analysis,Service,Government
52,Municipal operation,,4/3/13,4/3/13,,Function,42,"Government, citizens and rights",contains,1642,Staff - medicals and health screening,Service,Government
52,Municipal operation,,4/3/13,4/3/13,,Function,42,"Government, citizens and rights",contains,977,Staff - occupational health,Service,Government
52,Municipal operation,,4/3/13,4/3/13,,Function,42,"Government, citizens and rights",contains,1643,Staff - operational exercising/training,Service,Government
52,Municipal operation,,4/3/13,4/3/13,,Function,42,"Government, citizens and rights",contains,978,Staff - outplacement,Service,Government
52,Municipal operation,,4/3/13,4/3/13,,Function,42,"Government, citizens and rights",contains,1644,Staff - overtime,Service,Government
52,Municipal operation,,4/3/13,4/3/13,,Function,42,"Government, citizens and rights",contains,979,Staff - payroll,Service,Government
52,Municipal operation,,4/3/13,4/3/13,,Function,42,"Government, citizens and rights",contains,1304,Staff - procedures,Service,Government
52,Municipal operation,,4/3/13,4/3/13,,Function,42,"Government, citizens and rights",contains,980,Staff - public holidays,Service,Government
52,Municipal operation,,4/3/13,4/3/13,,Function,42,"Government, citizens and rights",contains,1666,Staff - recognition,Service,Government
52,Municipal operation,,4/3/13,4/3/13,,Function,42,"Government, citizens and rights",contains,1645,Staff - recruitment,Service,Government
52,Municipal operation,,4/3/13,4/3/13,,Function,42,"Government, citizens and rights",contains,1646,Staff - recruitment process,Service,Government
52,Municipal operation,,4/3/13,4/3/13,,Function,42,"Government, citizens and rights",contains,981,Staff - redeployment,Service,Government
52,Municipal operation,,4/3/13,4/3/13,,Function,42,"Government, citizens and rights",contains,1647,Staff - references,Service,Government
52,Municipal operation,,4/3/13,4/3/13,,Function,42,"Government, citizens and rights",contains,982,Staff - reorganisations,Service,Government
52,Municipal operation,,4/3/13,4/3/13,,Function,42,"Government, citizens and rights",contains,1648,Staff - risk management,Service,Government
52,Municipal operation,,4/3/13,4/3/13,,Function,42,"Government, citizens and rights",contains,1143,Staff - sickness management,Service,Government
52,Municipal operation,,4/3/13,4/3/13,,Function,42,"Government, citizens and rights",contains,1303,Staff - telephone charges,Service,Government
52,Municipal operation,,4/3/13,4/3/13,,Function,42,"Government, citizens and rights",contains,1649,Staff - time management,Service,Government
52,Municipal operation,,4/3/13,4/3/13,,Function,42,"Government, citizens and rights",contains,1650,Staff - training,Service,Government
52,Municipal operation,,4/3/13,4/3/13,,Function,42,"Government, citizens and rights",contains,983,Staff - victimisation,Service,Government
52,Municipal operation,,4/3/13,4/3/13,,Function,42,"Government, citizens and rights",contains,984,Staff - workplace bullying,Service,Government
52,Municipal operation,,4/3/13,4/3/13,,Function,42,"Government, citizens and rights",contains,662,Town twinning,Service,Government
53,Policy and performance,,4/3/13,4/3/13,,Function,42,"Government, citizens and rights",contains,720,Community strategy,Service,Government
53,Policy and performance,,4/3/13,4/3/13,,Function,42,"Government, citizens and rights",contains,1621,Corporate - audit and inspection,Service,Government
53,Policy and performance,,4/3/13,4/3/13,,Function,42,"Government, citizens and rights",contains,1622,Corporate - business planning and strategy,Service,Government
53,Policy and performance,,4/3/13,4/3/13,,Function,42,"Government, citizens and rights",contains,1151,Corporate - business process improvement,Service,Government
53,Policy and performance,,4/3/13,4/3/13,,Function,42,"Government, citizens and rights",contains,1624,Corporate - health and safety,Service,Government
53,Policy and performance,,4/3/13,4/3/13,,Function,42,"Government, citizens and rights",contains,1664,Corporate - policies and procedures,Service,Government
53,Policy and performance,,4/3/13,4/3/13,,Function,42,"Government, citizens and rights",contains,996,Corporate - retention schedules,Service,Government
53,Policy and performance,,4/3/13,4/3/13,,Function,42,"Government, citizens and rights",contains,1625,Corporate - workforce plan,Service,Government
53,Policy and performance,,4/3/13,4/3/13,,Function,42,"Government, citizens and rights",contains,1465,Council  expenditure,Service,Government
53,Policy and performance,,4/3/13,4/3/13,,Function,42,"Government, citizens and rights",contains,1574,Councillors allowances and expenses,Service,Government
53,Policy and performance,,4/3/13,4/3/13,,Function,42,"Government, citizens and rights",contains,1702,Members and officers code of conduct,Service,Government
53,Policy and performance,,4/3/13,4/3/13,,Function,42,"Government, citizens and rights",contains,1577,Open data publication,Service,Government
53,Policy and performance,,4/3/13,4/3/13,,Function,42,"Government, citizens and rights",contains,725,Performance measurement and reporting,Service,Government
53,Policy and performance,,4/3/13,4/3/13,,Function,42,"Government, citizens and rights",contains,1584,Transparency of accounts,Service,Government
53,Policy and performance,,4/3/13,4/3/13,,Function,42,"Government, citizens and rights",contains,1573,Transparency of senior salaries,Service,Government
53,Policy and performance,,4/3/13,4/3/13,,Function,42,"Government, citizens and rights",contains,1288,Value for money,Service,Government
54,Registration,,4/3/13,4/3/13,,Function,42,"Government, citizens and rights",contains,323,Birth - historical searches,Service,Society
54,Registration,,4/3/13,4/3/13,,Function,42,"Government, citizens and rights",contains,320,Birth - re-registering,Service,Society
54,Registration,,4/3/13,4/3/13,,Function,42,"Government, citizens and rights",contains,319,Birth registration,Service,Society
54,Registration,,4/3/13,4/3/13,,Function,42,"Government, citizens and rights",contains,663,Copy certificates,Service,Society
54,Registration,,4/3/13,4/3/13,,Function,42,"Government, citizens and rights",contains,324,Death - historical searches,Service,Society
54,Registration,,4/3/13,4/3/13,,Function,42,"Government, citizens and rights",contains,321,Death registration,Service,Society
54,Registration,,4/3/13,4/3/13,,Function,42,"Government, citizens and rights",contains,335,Funeral records,Service,Society
54,Registration,,4/3/13,4/3/13,,Function,42,"Government, citizens and rights",contains,698,Marriage - historical searches,Service,Society
54,Registration,,4/3/13,4/3/13,,Function,42,"Government, citizens and rights",contains,1716,Marriage or civil partnership registration,Service,Society
54,Registration,,4/3/13,4/3/13,,Function,42,"Government, citizens and rights",contains,874,Marriage renewal,Service,Society
54,Registration,,4/3/13,4/3/13,,Function,42,"Government, citizens and rights",contains,873,Naming ceremonies,Service,Society
54,Registration,,4/3/13,4/3/13,,Function,42,"Government, citizens and rights",contains,876,Notice of marriage or civil partnership,Service,Society
54,Registration,,4/3/13,4/3/13,,Function,42,"Government, citizens and rights",contains,322,Stillbirth registration,Service,Society
54,Registration,,4/3/13,4/3/13,,Function,42,"Government, citizens and rights",contains,317,Wedding venues,Service,Society
55,Statistics and census information,,4/3/13,4/3/13,,Function,42,"Government, citizens and rights",contains,367,Census information,Service,Government
55,Statistics and census information,,4/3/13,4/3/13,,Function,42,"Government, citizens and rights",contains,916,Economic information and analysis,Service,Government
56,Taxation,,4/3/13,4/3/13,,Function,42,"Government, citizens and rights",contains,58,Council tax account enquiries,Service,Government
56,Taxation,,4/3/13,4/3/13,,Function,42,"Government, citizens and rights",contains,57,Council tax annual notification,Service,Government
56,Taxation,,4/3/13,4/3/13,,Function,42,"Government, citizens and rights",contains,60,Council tax exemptions,Service,Government
57,Volunteering and voluntary organisations,,4/3/13,4/3/13,,Function,42,"Government, citizens and rights",contains,1150,Local Involvement Network (LINk),Service,Society
57,Volunteering and voluntary organisations,,4/3/13,4/3/13,,Function,42,"Government, citizens and rights",contains,1113,Volunteering,Service,Society
57,Volunteering and voluntary organisations,,4/3/13,4/3/13,,Function,42,"Government, citizens and rights",contains,919,Youth leadership training,Service,Society
57,Volunteering and voluntary organisations,,4/3/13,4/3/13,,Function,42,"Government, citizens and rights",contains,629,Youth project volunteering,Service,Society
58,Health and social care,,4/3/13,4/3/13,,Function,,,,,,,Society
59,Adult services,,4/3/13,4/3/13,,Function,58,Health and social care,contains,293,Adult hospice care,Service,Society
59,Adult services,,4/3/13,4/3/13,,Function,58,Health and social care,contains,1121,Adult placement,Service,Society
59,Adult services,,4/3/13,4/3/13,,Function,58,Health and social care,contains,292,Adult residential care,Service,Society
59,Adult services,,4/3/13,4/3/13,,Function,58,Health and social care,contains,728,Advocacy for social care clients,Service,Society
59,Adult services,,4/3/13,4/3/13,,Function,58,Health and social care,contains,727,Alcohol advice and support,Service,Society
59,Adult services,,4/3/13,4/3/13,,Function,58,Health and social care,contains,147,Assisted garden maintenance,Service,Society
59,Adult services,,4/3/13,4/3/13,,Function,58,Health and social care,contains,1283,Care ambassadors,Service,Society
59,Adult services,,4/3/13,4/3/13,,Function,58,Health and social care,contains,242,Care at home,Service,Society
59,Adult services,,4/3/13,4/3/13,,Function,58,Health and social care,contains,209,Care needs assessment,Service,Society
59,Adult services,,4/3/13,4/3/13,,Function,58,Health and social care,contains,232,Client contact problems,Service,Society
59,Adult services,,4/3/13,4/3/13,,Function,58,Health and social care,contains,878,Common Assessment Framework,Service,Society
59,Adult services,,4/3/13,4/3/13,,Function,58,Health and social care,contains,313,Community alarms and Telecare,Service,Society
59,Adult services,,4/3/13,4/3/13,,Function,58,Health and social care,contains,163,Counselling,Service,Society
59,Adult services,,4/3/13,4/3/13,,Function,58,Health and social care,contains,287,Direct payments,Service,Society
59,Adult services,,4/3/13,4/3/13,,Function,58,Health and social care,contains,239,Disabled people - employment and training schemes,Service,Society
59,Adult services,,4/3/13,4/3/13,,Function,58,Health and social care,contains,178,Disabled people - home adaptations and aids,Service,Society
59,Adult services,,4/3/13,4/3/13,,Function,58,Health and social care,contains,730,Drugs advice and support,Service,Society
59,Adult services,,4/3/13,4/3/13,,Function,58,Health and social care,contains,200,Hospitalisation - pet care,Service,Society
59,Adult services,,4/3/13,4/3/13,,Function,58,Health and social care,contains,271,Incontinence laundry service,Service,Society
59,Adult services,,4/3/13,4/3/13,,Function,58,Health and social care,contains,204,Independence support for disabled people,Service,Society
59,Adult services,,4/3/13,4/3/13,,Function,58,Health and social care,contains,833,Leaving hospital,Service,Society
59,Adult services,,4/3/13,4/3/13,,Function,58,Health and social care,contains,917,Management of personal financial affairs,Service,Society
59,Adult services,,4/3/13,4/3/13,,Function,58,Health and social care,contains,1284,Mental health support,Service,Society
59,Adult services,,4/3/13,4/3/13,,Function,58,Health and social care,contains,315,Mobile meals,Service,Society
59,Adult services,,4/3/13,4/3/13,,Function,58,Health and social care,contains,1373,Needle exchange,Service,Society
59,Adult services,,4/3/13,4/3/13,,Function,58,Health and social care,contains,180,Occupational therapy,Service,Society
59,Adult services,,4/3/13,4/3/13,,Function,58,Health and social care,contains,312,Out of hours social care,Service,Society
59,Adult services,,4/3/13,4/3/13,,Function,58,Health and social care,contains,731,Safeguarding vulnerable adults,Service,Society
59,Adult services,,4/3/13,4/3/13,,Function,58,Health and social care,contains,229,Shared care for adults,Service,Society
59,Adult services,,4/3/13,4/3/13,,Function,58,Health and social care,contains,1115,Single Shared Assessment,Service,Society
59,Adult services,,4/3/13,4/3/13,,Function,58,Health and social care,contains,309,Socal services - adults with incapacity,Service,Society
59,Adult services,,4/3/13,4/3/13,,Function,58,Health and social care,contains,205,Specialist equipment for disabled people,Service,Society
60,"Care homes, supported and sheltered housing",,4/3/13,4/3/13,,Function,58,Health and social care,contains,107,Sheltered housing,Service,Society
61,Carers,,4/3/13,4/3/13,,Function,58,Health and social care,contains,225,Adult carers,Service,Society
61,Carers,,4/3/13,4/3/13,,Function,58,Health and social care,contains,162,Advocacy for carers,Service,Society
61,Carers,,4/3/13,4/3/13,,Function,58,Health and social care,contains,732,Alternative care providers,Service,Society
61,Carers,,4/3/13,4/3/13,,Function,58,Health and social care,contains,1437,Carers allowance,Service,Society
61,Carers,,4/3/13,4/3/13,,Function,58,Health and social care,contains,298,Carers support groups,Service,Society
61,Carers,,4/3/13,4/3/13,,Function,58,Health and social care,contains,227,Respite care for adults,Service,Society
63,Children and family care,,4/3/13,4/3/13,,Function,58,Health and social care,contains,160,Adoption,Service,Society
63,Children and family care,,4/3/13,4/3/13,,Function,58,Health and social care,contains,700,Advice for young people,Service,Society
63,Children and family care,,4/3/13,4/3/13,,Function,58,Health and social care,contains,1723,Care plan,Service,Society
63,Children and family care,,4/3/13,4/3/13,,Function,58,Health and social care,contains,631,Chaperone service,Service,Society
63,Children and family care,,4/3/13,4/3/13,,Function,58,Health and social care,contains,1726,Child employment registration,Service,Society
63,Children and family care,,4/3/13,4/3/13,,Function,58,Health and social care,contains,1677,Child poverty strategy,Service,Society
63,Children and family care,,4/3/13,4/3/13,,Function,58,Health and social care,contains,266,Child protection,Service,Society
63,Children and family care,,4/3/13,4/3/13,,Function,58,Health and social care,contains,310,Child protection orders,Service,Society
63,Children and family care,,4/3/13,4/3/13,,Function,58,Health and social care,contains,1680,Childcare sufficiency assessment,Service,Society
63,Children and family care,,4/3/13,4/3/13,,Function,58,Health and social care,contains,924,Childhood immunisation,Service,Society
63,Children and family care,,4/3/13,4/3/13,,Function,58,Health and social care,contains,837,Children and young people - preventative services,Service,Society
63,Children and family care,,4/3/13,4/3/13,,Function,58,Health and social care,contains,53,Children's centres,Service,Society
63,Children and family care,,4/3/13,4/3/13,,Function,58,Health and social care,contains,1039,Children's hearings,Service,Society
63,Children and family care,,4/3/13,4/3/13,,Function,58,Health and social care,contains,1040,Children's panel recruitment,Service,Society
63,Children and family care,,4/3/13,4/3/13,,Function,58,Health and social care,contains,1678,Children's Trust Board,Service,Society
63,Children and family care,,4/3/13,4/3/13,,Function,58,Health and social care,contains,1282,Educational support for looked after children,Service,Society
63,Children and family care,,4/3/13,4/3/13,,Function,58,Health and social care,contains,1579,Family information services,Service,Society
63,Children and family care,,4/3/13,4/3/13,,Function,58,Health and social care,contains,831,Family support groups,Service,Society
63,Children and family care,,4/3/13,4/3/13,,Function,58,Health and social care,contains,159,Fostering,Service,Society
63,Children and family care,,4/3/13,4/3/13,,Function,58,Health and social care,contains,246,HIV / AIDS support for children and young people,Service,Society
63,Children and family care,,4/3/13,4/3/13,,Function,58,Health and social care,contains,264,Hospice care for children and young people,Service,Society
63,Children and family care,,4/3/13,4/3/13,,Function,58,Health and social care,contains,1722,Independent visitors for looked after children,Service,Society
63,Children and family care,,4/3/13,4/3/13,,Function,58,Health and social care,contains,927,Midwifery and maternity services,Service,Society
63,Children and family care,,4/3/13,4/3/13,,Function,58,Health and social care,contains,922,Parental custody,Service,Society
63,Children and family care,,4/3/13,4/3/13,,Function,58,Health and social care,contains,925,Registration of responsibilities for children,Service,Society
63,Children and family care,,4/3/13,4/3/13,,Function,58,Health and social care,contains,263,Residential care for children and young people,Service,Society
63,Children and family care,,4/3/13,4/3/13,,Function,58,Health and social care,contains,260,Respite care for children and young people,Service,Society
63,Children and family care,,4/3/13,4/3/13,,Function,58,Health and social care,contains,261,Shared care for children and young people,Service,Society
63,Children and family care,,4/3/13,4/3/13,,Function,58,Health and social care,contains,1721,Special guardianship order,Service,Society
63,Children and family care,,4/3/13,4/3/13,,Function,58,Health and social care,contains,840,Support for children in care,Service,Society
63,Children and family care,,4/3/13,4/3/13,,Function,58,Health and social care,contains,918,Support for young people leaving care,Service,Society
63,Children and family care,,4/3/13,4/3/13,,Function,58,Health and social care,contains,1281,Supported employment for looked after children,Service,Society
63,Children and family care,,4/3/13,4/3/13,,Function,58,Health and social care,contains,300,Young carers support,Service,Society
63,Children and family care,,4/3/13,4/3/13,,Function,58,Health and social care,contains,1041,Young Scot Card,Service,Society
62,Community centres and facilities,,4/3/13,4/3/13,,Function,58,Health and social care,contains,296,Community and day centres,Service,Society
62,Community centres and facilities,,4/3/13,4/3/13,,Function,58,Health and social care,contains,1149,Community centres,Service,Society
62,Community centres and facilities,,4/3/13,4/3/13,,Function,58,Health and social care,contains,297,Community support groups and organisations,Service,Society
64,"Doctors, GPs and hospitals",,4/3/13,4/3/13,,Function,58,Health and social care,,,,,Health
65,Health and medical advice,,4/3/13,4/3/13,,Function,58,Health and social care,contains,1728,Autism strategy,Service,Health
65,Health and medical advice,,4/3/13,4/3/13,,Function,58,Health and social care,contains,199,Health advice,Service,Health
65,Health and medical advice,,4/3/13,4/3/13,,Function,58,Health and social care,contains,1688,Health and wellbeing strategy,Service,Health
65,Health and medical advice,,4/3/13,4/3/13,,Function,58,Health and social care,contains,202,HIV / AIDS support for adults,Service,Health
65,Health and medical advice,,4/3/13,4/3/13,,Function,58,Health and social care,contains,435,Infectious disease investigation,Service,Health
65,Health and medical advice,,4/3/13,4/3/13,,Function,58,Health and social care,contains,436,Vaccinations,Service,Health
66,Housing,,4/3/13,4/3/13,,Function,,,contains,1616,Private landlord support,Service,Society
67,Council and community housing,,4/3/13,4/3/13,,Function,66,Housing,contains,1123,Affordable housing,Service,Society
67,Council and community housing,,4/3/13,4/3/13,,Function,66,Housing,contains,86,Allocated council homes,Service,Society
