Identifier,Label,Description,Created,Modified,History notes,Type,Parent identifiers,Parent labels,Mapping type,Mapped identifier,Mapped label,Mapped type,Theme
86,Businesses and markets,,4/3/13,4/3/13,,Function,82,"Licences, permits and permissions",contains,1078,Window cleaning business licence,Service,Business and economy
86,Businesses and markets,,4/3/13,4/3/13,,Function,82,"Licences, permits and permissions",contains,1079,Window cleaning employee licence,Service,Business and economy
89,Food,,4/3/13,4/3/13,,Function,82,"Licences, permits and permissions",contains,1206,Egg packing centre licence,Service,Business and economy
89,Food,,4/3/13,4/3/13,,Function,82,"Licences, permits and permissions",contains,390,Food business registration,Service,Business and economy
89,Food,,4/3/13,4/3/13,,Function,82,"Licences, permits and permissions",contains,1293,Food premises approval,Service,Business and economy
89,Food,,4/3/13,4/3/13,,Function,82,"Licences, permits and permissions",contains,845,Food safety advice,Service,Business and economy
89,Food,,4/3/13,4/3/13,,Function,82,"Licences, permits and permissions",contains,391,Late night catering licence,Service,Business and economy
89,Food,,4/3/13,4/3/13,,Function,82,"Licences, permits and permissions",contains,742,Street caf̩ licence,Service,Business and economy
90,Gambling and lottery,,4/3/13,4/3/13,,Function,82,"Licences, permits and permissions",contains,1065,Betting office licence,Service,Business and economy
90,Gambling and lottery,,4/3/13,4/3/13,,Function,82,"Licences, permits and permissions",contains,1066,Bookmakers permit,Service,Business and economy
90,Gambling and lottery,,4/3/13,4/3/13,,Function,82,"Licences, permits and permissions",contains,1683,Club gaming permit,Service,Business and economy
90,Gambling and lottery,,4/3/13,4/3/13,,Function,82,"Licences, permits and permissions",contains,1684,Club machine permit,Service,Business and economy
90,Gambling and lottery,,4/3/13,4/3/13,,Function,82,"Licences, permits and permissions",contains,1681,Family entertainment centre gaming machine permits,Service,Business and economy
90,Gambling and lottery,,4/3/13,4/3/13,,Function,82,"Licences, permits and permissions",contains,1134,Gambling premises licence,Service,Business and economy
90,Gambling and lottery,,4/3/13,4/3/13,,Function,82,"Licences, permits and permissions",contains,1682,Gambling premises temporary use notices,Service,Business and economy
90,Gambling and lottery,,4/3/13,4/3/13,,Function,82,"Licences, permits and permissions",contains,1687,Licensed premises gaming machine permit,Service,Business and economy
90,Gambling and lottery,,4/3/13,4/3/13,,Function,82,"Licences, permits and permissions",contains,397,Lottery licence,Service,Business and economy
90,Gambling and lottery,,4/3/13,4/3/13,,Function,82,"Licences, permits and permissions",contains,1685,Prize gaming permit,Service,Business and economy
90,Gambling and lottery,,4/3/13,4/3/13,,Function,82,"Licences, permits and permissions",contains,844,Track betting licence,Service,Business and economy
90,Gambling and lottery,,4/3/13,4/3/13,,Function,82,"Licences, permits and permissions",contains,1686,Track gambling premises occasional use notices,Service,Business and economy
88,Hazardous materials,,4/3/13,4/3/13,,Function,82,"Licences, permits and permissions",contains,1183,Asbestos removal licence,Service,Business and economy
88,Hazardous materials,,4/3/13,4/3/13,,Function,82,"Licences, permits and permissions",contains,1190,Chemical supply and storage licence,Service,Business and economy
88,Hazardous materials,,4/3/13,4/3/13,,Function,82,"Licences, permits and permissions",contains,796,Explosives licence,Service,Business and economy
88,Hazardous materials,,4/3/13,4/3/13,,Function,82,"Licences, permits and permissions",contains,426,Firework safety advice,Service,Business and economy
88,Hazardous materials,,4/3/13,4/3/13,,Function,82,"Licences, permits and permissions",contains,1068,Fireworks display licence,Service,Business and economy
88,Hazardous materials,,4/3/13,4/3/13,,Function,82,"Licences, permits and permissions",contains,384,Fireworks sales licence,Service,Business and economy
88,Hazardous materials,,4/3/13,4/3/13,,Function,82,"Licences, permits and permissions",contains,697,Fuel delivery and storage,Service,Business and economy
88,Hazardous materials,,4/3/13,4/3/13,,Function,82,"Licences, permits and permissions",contains,1196,Major accident hazards control licence,Service,Business and economy
88,Hazardous materials,,4/3/13,4/3/13,,Function,82,"Licences, permits and permissions",contains,1212,Marine explosives transport licence,Service,Business and economy
88,Hazardous materials,,4/3/13,4/3/13,,Function,82,"Licences, permits and permissions",contains,810,Petroleum storage licence,Service,Business and economy
88,Hazardous materials,,4/3/13,4/3/13,,Function,82,"Licences, permits and permissions",contains,380,Poisons licence,Service,Business and economy
88,Hazardous materials,,4/3/13,4/3/13,,Function,82,"Licences, permits and permissions",contains,1247,Radioactive substances registration,Service,Business and economy
87,Social care and education,,4/3/13,4/3/13,,Function,82,"Licences, permits and permissions",contains,1263,Adult day care registration,Service,Business and economy
87,Social care and education,,4/3/13,4/3/13,,Function,82,"Licences, permits and permissions",contains,1164,Adult placement registration,Service,Business and economy
87,Social care and education,,4/3/13,4/3/13,,Function,82,"Licences, permits and permissions",contains,1178,Approval of course leading to external qualification,Service,Business and economy
87,Social care and education,,4/3/13,4/3/13,,Function,82,"Licences, permits and permissions",contains,48,Child performance licences,Service,Business and economy
87,Social care and education,,4/3/13,4/3/13,,Function,82,"Licences, permits and permissions",contains,1191,Childminder registration,Service,Business and economy
87,Social care and education,,4/3/13,4/3/13,,Function,82,"Licences, permits and permissions",contains,1223,Children's homes independent school registration,Service,Business and economy
87,Social care and education,,4/3/13,4/3/13,,Function,82,"Licences, permits and permissions",contains,1244,Degree awards authorisation,Service,Business and economy
87,Social care and education,,4/3/13,4/3/13,,Function,82,"Licences, permits and permissions",contains,1204,Domiciliary care agency registration,Service,Business and economy
87,Social care and education,,4/3/13,4/3/13,,Function,82,"Licences, permits and permissions",contains,1224,Independent school for under eight year olds registration,Service,Business and economy
87,Social care and education,,4/3/13,4/3/13,,Function,82,"Licences, permits and permissions",contains,1179,Independent school inspector licence,Service,Business and economy
87,Social care and education,,4/3/13,4/3/13,,Function,82,"Licences, permits and permissions",contains,1222,Independent school registration,Service,Business and economy
87,Social care and education,,4/3/13,4/3/13,,Function,82,"Licences, permits and permissions",contains,920,Nursery inspections,Service,Business and economy
87,Social care and education,,4/3/13,4/3/13,,Function,82,"Licences, permits and permissions",contains,381,Nursing agency licence,Service,Business and economy
87,Social care and education,,4/3/13,4/3/13,,Function,82,"Licences, permits and permissions",contains,790,Nursing agency registration,Service,Business and economy
87,Social care and education,,4/3/13,4/3/13,,Function,82,"Licences, permits and permissions",contains,1251,Residential care home registration,Service,Business and economy
87,Social care and education,,4/3/13,4/3/13,,Function,82,"Licences, permits and permissions",contains,1252,Residential family centre registration,Service,Business and economy
87,Social care and education,,4/3/13,4/3/13,,Function,82,"Licences, permits and permissions",contains,1257,School SEN approval,Service,Business and economy
87,Social care and education,,4/3/13,4/3/13,,Function,82,"Licences, permits and permissions",contains,1262,Special school approval,Service,Business and economy
87,Social care and education,,4/3/13,4/3/13,,Function,82,"Licences, permits and permissions",contains,1266,University licence,Service,Business and economy
91,Transport,,4/3/13,4/3/13,,Function,82,"Licences, permits and permissions",contains,785,Abnormal load notification,Service,Business and economy
91,Transport,,4/3/13,4/3/13,,Function,82,"Licences, permits and permissions",contains,1166,Air traffic controller licence,Service,Business and economy
91,Transport,,4/3/13,4/3/13,,Function,82,"Licences, permits and permissions",contains,1168,Air travel organiser's(ATOL) licence,Service,Business and economy
91,Transport,,4/3/13,4/3/13,,Function,82,"Licences, permits and permissions",contains,1169,Aircraft maintenance engineer licence,Service,Business and economy
91,Transport,,4/3/13,4/3/13,,Function,82,"Licences, permits and permissions",contains,1170,Airport fire officer certificate,Service,Business and economy
91,Transport,,4/3/13,4/3/13,,Function,82,"Licences, permits and permissions",contains,1171,Airport firefighter certificate,Service,Business and economy
91,Transport,,4/3/13,4/3/13,,Function,82,"Licences, permits and permissions",contains,1205,Driving instructor licences (various),Service,Business and economy
91,Transport,,4/3/13,4/3/13,,Function,82,"Licences, permits and permissions",contains,1238,"Flight crew, pilots and air traffic controllers medical certificate",Service,Business and economy
91,Transport,,4/3/13,4/3/13,,Function,82,"Licences, permits and permissions",contains,635,Hackney carriage (taxi) drivers licence,Service,Business and economy
91,Transport,,4/3/13,4/3/13,,Function,82,"Licences, permits and permissions",contains,632,Hackney carriage (taxi) licence,Service,Business and economy
91,Transport,,4/3/13,4/3/13,,Function,82,"Licences, permits and permissions",contains,744,Highway projection licence,Service,Business and economy
91,Transport,,4/3/13,4/3/13,,Function,82,"Licences, permits and permissions",contains,1239,MOT testing authorisation,Service,Business and economy
91,Transport,,4/3/13,4/3/13,,Function,82,"Licences, permits and permissions",contains,1241,Number plate supplier registration,Service,Business and economy
91,Transport,,4/3/13,4/3/13,,Function,82,"Licences, permits and permissions",contains,634,Private hire drivers licence,Service,Business and economy
91,Transport,,4/3/13,4/3/13,,Function,82,"Licences, permits and permissions",contains,636,Private hire operators licence,Service,Business and economy
91,Transport,,4/3/13,4/3/13,,Function,82,"Licences, permits and permissions",contains,633,Private hire vehicle (minicab) licence,Service,Business and economy
91,Transport,,4/3/13,4/3/13,,Function,82,"Licences, permits and permissions",contains,1232,Railway light maintenance depot licence,Service,Business and economy
91,Transport,,4/3/13,4/3/13,,Function,82,"Licences, permits and permissions",contains,1254,Road/street works operative licence,Service,Business and economy
91,Transport,,4/3/13,4/3/13,,Function,82,"Licences, permits and permissions",contains,1255,Road/street works supervisor licence,Service,Business and economy
91,Transport,,4/3/13,4/3/13,,Function,82,"Licences, permits and permissions",contains,1295,Street works licence,Service,Business and economy
91,Transport,,4/3/13,4/3/13,,Function,82,"Licences, permits and permissions",contains,1126,Taxi fare setting,Service,Business and economy
91,Transport,,4/3/13,4/3/13,,Function,82,"Licences, permits and permissions",contains,387,Voluntary sector transport licence,Service,Business and economy
91,Transport,,4/3/13,4/3/13,,Function,82,"Licences, permits and permissions",contains,843,Weighbridge operator licence,Service,Business and economy
91,Transport,,4/3/13,4/3/13,,Function,82,"Licences, permits and permissions",contains,1705,Workplace parking levy,Service,Business and economy
92,Utilites,,4/3/13,4/3/13,,Function,82,"Licences, permits and permissions",contains,1218,"Electricity generation, transmission, distribution and supply licence",Service,Business and economy
92,Utilites,,4/3/13,4/3/13,,Function,82,"Licences, permits and permissions",contains,1214,Gas appliances or fittings work registration,Service,Business and economy
92,Utilites,,4/3/13,4/3/13,,Function,82,"Licences, permits and permissions",contains,1215,Gas shipper licence,Service,Business and economy
92,Utilites,,4/3/13,4/3/13,,Function,82,"Licences, permits and permissions",contains,1216,Gas supplier licence,Service,Business and economy
92,Utilites,,4/3/13,4/3/13,,Function,82,"Licences, permits and permissions",contains,1217,Gas transportation licence,Service,Business and economy
92,Utilites,,4/3/13,4/3/13,,Function,82,"Licences, permits and permissions",contains,1265,Water transportation and supply licence,Service,Business and economy
93,Waste and pollution,,4/3/13,4/3/13,,Function,82,"Licences, permits and permissions",contains,707,Cooling tower registration,Service,Business and economy
93,Waste and pollution,,4/3/13,4/3/13,,Function,82,"Licences, permits and permissions",contains,1067,Door-to-door metal dealer licence,Service,Business and economy
93,Waste and pollution,,4/3/13,4/3/13,,Function,82,"Licences, permits and permissions",contains,1207,Greenhouse gas emission permit,Service,Business and economy
93,Waste and pollution,,4/3/13,4/3/13,,Function,82,"Licences, permits and permissions",contains,1230,Marine waste disposal licence,Service,Business and economy
93,Waste and pollution,,4/3/13,4/3/13,,Function,82,"Licences, permits and permissions",contains,1237,Pollution - Local air pollution control authorisation - Part C,Service,Business and economy
93,Waste and pollution,,4/3/13,4/3/13,,Function,82,"Licences, permits and permissions",contains,1250,Pollution inventory data submission registration,Service,Business and economy
93,Waste and pollution,,4/3/13,4/3/13,,Function,82,"Licences, permits and permissions",contains,1248,Radioactive waste disposal,Service,Business and economy
93,Waste and pollution,,4/3/13,4/3/13,,Function,82,"Licences, permits and permissions",contains,866,Registration - motor salvage operator,Service,Business and economy
93,Waste and pollution,,4/3/13,4/3/13,,Function,82,"Licences, permits and permissions",contains,1276,Scrap metal processing licence,Service,Business and economy
93,Waste and pollution,,4/3/13,4/3/13,,Function,82,"Licences, permits and permissions",contains,378,Scrap metal site registration,Service,Business and economy
93,Waste and pollution,,4/3/13,4/3/13,,Function,82,"Licences, permits and permissions",contains,695,Skip operator licence,Service,Business and economy
93,Waste and pollution,,4/3/13,4/3/13,,Function,82,"Licences, permits and permissions",contains,521,Skip permits,Service,Business and economy
93,Waste and pollution,,4/3/13,4/3/13,,Function,82,"Licences, permits and permissions",contains,1261,Solvent emissions registration,Service,Business and economy
93,Waste and pollution,,4/3/13,4/3/13,,Function,82,"Licences, permits and permissions",contains,1208,Vehicle end of life treatment licence,Service,Business and economy
93,Waste and pollution,,4/3/13,4/3/13,,Function,82,"Licences, permits and permissions",contains,1270,Waste broker registration,Service,Business and economy
93,Waste and pollution,,4/3/13,4/3/13,,Function,82,"Licences, permits and permissions",contains,1272,Waste carrier (scrap metal) licence,Service,Business and economy
93,Waste and pollution,,4/3/13,4/3/13,,Function,82,"Licences, permits and permissions",contains,1271,Waste carrier registration,Service,Business and economy
93,Waste and pollution,,4/3/13,4/3/13,,Function,82,"Licences, permits and permissions",contains,1273,Waste disposal manager permit,Service,Business and economy
93,Waste and pollution,,4/3/13,4/3/13,,Function,82,"Licences, permits and permissions",contains,1274,Waste electrical and electronic equipment licence,Service,Business and economy
93,Waste and pollution,,4/3/13,4/3/13,,Function,82,"Licences, permits and permissions",contains,1275,Waste management licence,Service,Business and economy
93,Waste and pollution,,4/3/13,4/3/13,,Function,82,"Licences, permits and permissions",contains,1277,Waste oil burner licence,Service,Business and economy
93,Waste and pollution,,4/3/13,4/3/13,,Function,82,"Licences, permits and permissions",contains,1278,Waste packaging licence,Service,Business and economy
93,Waste and pollution,,4/3/13,4/3/13,,Function,82,"Licences, permits and permissions",contains,1279,Water abstraction licence,Service,Business and economy
93,Waste and pollution,,4/3/13,4/3/13,,Function,82,"Licences, permits and permissions",contains,1280,Water discharge licence,Service,Business and economy
94,Water activities,,4/3/13,4/3/13,,Function,82,"Licences, permits and permissions",contains,741,Boatman's licence,Service,Business and economy
94,Water activities,,4/3/13,4/3/13,,Function,82,"Licences, permits and permissions",contains,1162,Controlled water activities licence,Service,Business and economy
94,Water activities,,4/3/13,4/3/13,,Function,82,"Licences, permits and permissions",contains,1200,Dam or weir impounding licence,Service,Business and economy
94,Water activities,,4/3/13,4/3/13,,Function,82,"Licences, permits and permissions",contains,1203,Designated wreck diving licence,Service,Business and economy
94,Water activities,,4/3/13,4/3/13,,Function,82,"Licences, permits and permissions",contains,1202,Diver assessment and training licence,Service,Business and economy
94,Water activities,,4/3/13,4/3/13,,Function,82,"Licences, permits and permissions",contains,1188,Inland waterways business craft licence,Service,Business and economy
94,Water activities,,4/3/13,4/3/13,,Function,82,"Licences, permits and permissions",contains,1235,Marine works licence,Service,Business and economy
94,Water activities,,4/3/13,4/3/13,,Function,82,"Licences, permits and permissions",contains,739,Pleasure boat licence,Service,Business and economy
94,Water activities,,4/3/13,4/3/13,,Function,82,"Licences, permits and permissions",contains,740,Self drive boats licence,Service,Business and economy
94,Water activities,,4/3/13,4/3/13,,Function,82,"Licences, permits and permissions",contains,1201,Trade effluent discharge licence,Service,Business and economy
95,Marine and waterway services,,4/3/13,4/3/13,,Function,,,,,,,Environment
96,Coastline,,4/3/13,4/3/13,,Function,95,Marine and waterway services,contains,756,Beach patrols,Service,Environment
96,Coastline,,4/3/13,4/3/13,,Function,95,Marine and waterway services,contains,760,Coastal events,Service,Environment
96,Coastline,,4/3/13,4/3/13,,Function,95,Marine and waterway services,contains,848,Coastal protection,Service,Environment
97,Inland waterways,,4/3/13,4/3/13,,Function,95,Marine and waterway services,contains,556,Canals and waterways,Service,Environment
97,Inland waterways,,4/3/13,4/3/13,,Function,95,Marine and waterway services,contains,780,Houseboats,Service,Environment
97,Inland waterways,,4/3/13,4/3/13,,Function,95,Marine and waterway services,contains,781,Reservoir management,Service,Environment
98,Ports and harbours,,4/3/13,4/3/13,,Function,95,Marine and waterway services,contains,772,Animal importation,Service,Environment
98,Ports and harbours,,4/3/13,4/3/13,,Function,95,Marine and waterway services,contains,757,Boat and trailer parking,Service,Environment
98,Ports and harbours,,4/3/13,4/3/13,,Function,95,Marine and waterway services,contains,762,Boat launching and recovery,Service,Environment
98,Ports and harbours,,4/3/13,4/3/13,,Function,95,Marine and waterway services,contains,758,Boat moorings,Service,Environment
98,Ports and harbours,,4/3/13,4/3/13,,Function,95,Marine and waterway services,contains,763,Boat registration,Service,Environment
98,Ports and harbours,,4/3/13,4/3/13,,Function,95,Marine and waterway services,contains,769,Boat waste disposal,Service,Environment
98,Ports and harbours,,4/3/13,4/3/13,,Function,95,Marine and waterway services,contains,771,Boat winter storage,Service,Environment
98,Ports and harbours,,4/3/13,4/3/13,,Function,95,Marine and waterway services,contains,759,Cranage,Service,Environment
98,Ports and harbours,,4/3/13,4/3/13,,Function,95,Marine and waterway services,contains,779,Lifebelts,Service,Environment
98,Ports and harbours,,4/3/13,4/3/13,,Function,95,Marine and waterway services,contains,774,Marine docking beds,Service,Environment
98,Ports and harbours,,4/3/13,4/3/13,,Function,95,Marine and waterway services,contains,766,Marine storage lockers,Service,Environment
98,Ports and harbours,,4/3/13,4/3/13,,Function,95,Marine and waterway services,contains,770,Marine weather data,Service,Environment
98,Ports and harbours,,4/3/13,4/3/13,,Function,95,Marine and waterway services,contains,1006,Navigation and berthing,Service,Environment
98,Ports and harbours,,4/3/13,4/3/13,,Function,95,Marine and waterway services,contains,764,Pilotage,Service,Environment
98,Ports and harbours,,4/3/13,4/3/13,,Function,95,Marine and waterway services,contains,765,Port and harbour facilities,Service,Environment
98,Ports and harbours,,4/3/13,4/3/13,,Function,95,Marine and waterway services,contains,773,Port arrival notification,Service,Environment
98,Ports and harbours,,4/3/13,4/3/13,,Function,95,Marine and waterway services,contains,775,Port consignment notification,Service,Environment
98,Ports and harbours,,4/3/13,4/3/13,,Function,95,Marine and waterway services,contains,777,Ports of entry - detention,Service,Environment
98,Ports and harbours,,4/3/13,4/3/13,,Function,95,Marine and waterway services,contains,847,Rabies protection,Service,Environment
98,Ports and harbours,,4/3/13,4/3/13,,Function,95,Marine and waterway services,contains,767,Towing for marine vessels,Service,Environment
99,Planning and building control,,4/3/13,4/3/13,,Function,,,,,,,Environment
100,Building control,,4/3/13,4/3/13,,Function,99,Planning and building control,contains,1466,Accessibility - local facilities,Service,Environment
100,Building control,,4/3/13,4/3/13,,Function,99,Planning and building control,contains,499,Building control,Service,Environment
100,Building control,,4/3/13,4/3/13,,Function,99,Planning and building control,contains,1157,Building control enforcement,Service,Environment
100,Building control,,4/3/13,4/3/13,,Function,99,Planning and building control,contains,1058,Building warrants,Service,Environment
100,Building control,,4/3/13,4/3/13,,Function,99,Planning and building control,contains,1397,Domestic heating oil tanks,Service,Environment
101,Development control,,4/3/13,4/3/13,,Function,99,Planning and building control,contains,1082,Advertisement control,Service,Environment
101,Development control,,4/3/13,4/3/13,,Function,99,Planning and building control,contains,510,Allotments,Service,Environment
101,Development control,,4/3/13,4/3/13,,Function,99,Planning and building control,contains,487,Business planning applications,Service,Environment
101,Development control,,4/3/13,4/3/13,,Function,99,Planning and building control,contains,1711,Community infrastructure levy (CIL),Service,Environment
101,Development control,,4/3/13,4/3/13,,Function,99,Planning and building control,contains,600,Dangerous structures,Service,Environment
101,Development control,,4/3/13,4/3/13,,Function,99,Planning and building control,contains,602,Demolition control,Service,Environment
101,Development control,,4/3/13,4/3/13,,Function,99,Planning and building control,contains,603,Demolition enforcement,Service,Environment
101,Development control,,4/3/13,4/3/13,,Function,99,Planning and building control,contains,128,Demolitions - property assessment,Service,Environment
101,Development control,,4/3/13,4/3/13,,Function,99,Planning and building control,contains,684,Derelict properties,Service,Environment
101,Development control,,4/3/13,4/3/13,,Function,99,Planning and building control,contains,608,Development control,Service,Environment
101,Development control,,4/3/13,4/3/13,,Function,99,Planning and building control,contains,1158,Development control enforcement,Service,Environment
101,Development control,,4/3/13,4/3/13,,Function,99,Planning and building control,contains,477,Dropped kerbs,Service,Environment
101,Development control,,4/3/13,4/3/13,,Function,99,Planning and building control,contains,1122,High hedges,Service,Environment
101,Development control,,4/3/13,4/3/13,,Function,99,Planning and building control,contains,672,Land charges search,Service,Environment
101,Development control,,4/3/13,4/3/13,,Function,99,Planning and building control,contains,1712,Lawful development certificate,Service,Environment
101,Development control,,4/3/13,4/3/13,,Function,99,Planning and building control,contains,1707,Local development order,Service,Environment
101,Development control,,4/3/13,4/3/13,,Function,99,Planning and building control,contains,1709,Neighbourhood development order,Service,Environment
101,Development control,,4/3/13,4/3/13,,Function,99,Planning and building control,contains,1057,Planning area search,Service,Environment
101,Development control,,4/3/13,4/3/13,,Function,99,Planning and building control,contains,855,Planning consultation,Service,Environment
101,Development control,,4/3/13,4/3/13,,Function,99,Planning and building control,contains,1710,Planning obligations,Service,Environment
101,Development control,,4/3/13,4/3/13,,Function,99,Planning and building control,contains,1060,Property enquiries certificates,Service,Environment
101,Development control,,4/3/13,4/3/13,,Function,99,Planning and building control,contains,485,Residential planning applications,Service,Environment
101,Development control,,4/3/13,4/3/13,,Function,99,Planning and building control,contains,505,Tree management,Service,Environment
101,Development control,,4/3/13,4/3/13,,Function,99,Planning and building control,contains,508,Tree preservation orders,Service,Environment
102,Heritage and landscape,,4/3/13,4/3/13,,Function,99,Planning and building control,contains,1653,Community asset transfer,Service,Environment
102,Heritage and landscape,,4/3/13,4/3/13,,Function,99,Planning and building control,contains,1083,Natural heritage areas,Service,Environment
103,Planning policy,,4/3/13,4/3/13,,Function,99,Planning and building control,contains,668,Building and landscape design,Service,Environment
103,Planning policy,,4/3/13,4/3/13,,Function,99,Planning and building control,contains,512,Conservation advice,Service,Environment
103,Planning policy,,4/3/13,4/3/13,,Function,99,Planning and building control,contains,511,Conservation areas,Service,Environment
103,Planning policy,,4/3/13,4/3/13,,Function,99,Planning and building control,contains,593,Land and property availability,Service,Environment
103,Planning policy,,4/3/13,4/3/13,,Function,99,Planning and building control,contains,594,Land use proposals,Service,Environment
103,Planning policy,,4/3/13,4/3/13,,Function,99,Planning and building control,contains,514,Listed buildings,Service,Environment
103,Planning policy,,4/3/13,4/3/13,,Function,99,Planning and building control,contains,856,Local Development Framework,Service,Environment
103,Planning policy,,4/3/13,4/3/13,,Function,99,Planning and building control,contains,494,Local plans,Service,Environment
103,Planning policy,,4/3/13,4/3/13,,Function,99,Planning and building control,contains,674,Minerals local plan,Service,Environment
103,Planning policy,,4/3/13,4/3/13,,Function,99,Planning and building control,contains,1708,Neighbourhood development plan,Service,Environment
103,Planning policy,,4/3/13,4/3/13,,Function,99,Planning and building control,contains,516,Planning decision notices,Service,Environment
103,Planning policy,,4/3/13,4/3/13,,Function,99,Planning and building control,contains,592,Property register,Service,Environment
103,Planning policy,,4/3/13,4/3/13,,Function,99,Planning and building control,contains,599,Statutory development plans,Service,Environment
103,Planning policy,,4/3/13,4/3/13,,Function,99,Planning and building control,contains,513,Street names and numbering,Service,Environment
103,Planning policy,,4/3/13,4/3/13,,Function,99,Planning and building control,contains,493,Transport policy,Service,Environment
103,Planning policy,,4/3/13,4/3/13,,Function,99,Planning and building control,contains,675,Waste local plan,Service,Environment
103,Planning policy,,4/3/13,4/3/13,,Function,99,Planning and building control,contains,515,Zoning,Service,Environment
104,Town centre management,,4/3/13,4/3/13,,Function,99,Planning and building control,contains,496,Shop front improvement grants,Service,Towns and cities
105,Transport and highways,,4/3/13,4/3/13,,Function,,,,,,,Transport
106,Community transport,,4/3/13,4/3/13,,Function,105,Transport and highways,contains,272,Community transport,Service,Transport
106,Community transport,,4/3/13,4/3/13,,Function,105,Transport and highways,contains,901,Demand responsive transport,Service,Transport
106,Community transport,,4/3/13,4/3/13,,Function,105,Transport and highways,contains,221,Disabled and older people - rail card,Service,Transport
106,Community transport,,4/3/13,4/3/13,,Function,105,Transport and highways,contains,280,Disabled people - bus passes,Service,Transport
106,Community transport,,4/3/13,4/3/13,,Function,105,Transport and highways,contains,276,Disabled people - Motability scheme,Service,Transport
106,Community transport,,4/3/13,4/3/13,,Function,105,Transport and highways,contains,275,Disabled people - taxi card,Service,Transport
106,Community transport,,4/3/13,4/3/13,,Function,105,Transport and highways,contains,273,Older people's bus pass,Service,Transport
106,Community transport,,4/3/13,4/3/13,,Function,105,Transport and highways,contains,945,Patient transport,Service,Transport
107,Cycling,,4/3/13,4/3/13,,Function,105,Transport and highways,contains,1530,Cycle hire,Service,Transport
107,Cycling,,4/3/13,4/3/13,,Function,105,Transport and highways,contains,1566,Cycling schemes,Service,Transport
108,"Footpaths, byways and bridleways",,4/3/13,4/3/13,,Function,105,Transport and highways,contains,613,Public rights of way,Service,Transport
108,"Footpaths, byways and bridleways",,4/3/13,4/3/13,,Function,105,Transport and highways,contains,614,Rights of way enforcement,Service,Transport
108,"Footpaths, byways and bridleways",,4/3/13,4/3/13,,Function,105,Transport and highways,contains,1120,Rights of way maintenance,Service,Transport
109,Maintenance,,4/3/13,4/3/13,,Function,105,Transport and highways,contains,554,Bridge strengthening,Service,Transport
109,Maintenance,,4/3/13,4/3/13,,Function,105,Transport and highways,contains,566,Communal lighting,Service,Transport
109,Maintenance,,4/3/13,4/3/13,,Function,105,Transport and highways,contains,539,Cycle lanes and routes,Service,Transport
109,Maintenance,,4/3/13,4/3/13,,Function,105,Transport and highways,contains,555,Drain and gully clearance,Service,Transport
109,Maintenance,,4/3/13,4/3/13,,Function,105,Transport and highways,contains,537,Pavement maintenance,Service,Transport
109,Maintenance,,4/3/13,4/3/13,,Function,105,Transport and highways,contains,536,Pavement obstructions,Service,Transport
109,Maintenance,,4/3/13,4/3/13,,Function,105,Transport and highways,contains,558,Pavements - personal injury,Service,Transport
109,Maintenance,,4/3/13,4/3/13,,Function,105,Transport and highways,contains,1706,Prospectively maintainable highways,Service,Transport
109,Maintenance,,4/3/13,4/3/13,,Function,105,Transport and highways,contains,1087,Registers - statutory - public roads,Service,Transport
109,Maintenance,,4/3/13,4/3/13,,Function,105,Transport and highways,contains,701,Road adoption,Service,Transport
109,Maintenance,,4/3/13,4/3/13,,Function,105,Transport and highways,contains,553,Road bridges,Service,Transport
109,Maintenance,,4/3/13,4/3/13,,Function,105,Transport and highways,contains,570,Road closures and diversions,Service,Transport
109,Maintenance,,4/3/13,4/3/13,,Function,105,Transport and highways,contains,561,Road gritting,Service,Transport
109,Maintenance,,4/3/13,4/3/13,,Function,105,Transport and highways,contains,557,Road maintenance,Service,Transport
109,Maintenance,,4/3/13,4/3/13,,Function,105,Transport and highways,contains,550,Road obstructions,Service,Transport
109,Maintenance,,4/3/13,4/3/13,,Function,105,Transport and highways,contains,540,Road signs,Service,Transport
109,Maintenance,,4/3/13,4/3/13,,Function,105,Transport and highways,contains,549,Road surveys,Service,Transport
109,Maintenance,,4/3/13,4/3/13,,Function,105,Transport and highways,contains,569,Road works notification,Service,Transport
109,Maintenance,,4/3/13,4/3/13,,Function,105,Transport and highways,contains,551,Roads enforcement,Service,Transport
109,Maintenance,,4/3/13,4/3/13,,Function,105,Transport and highways,contains,552,Roads weight limits,Service,Transport
109,Maintenance,,4/3/13,4/3/13,,Function,105,Transport and highways,contains,562,Snow clearance,Service,Transport
109,Maintenance,,4/3/13,4/3/13,,Function,105,Transport and highways,contains,1136,Stopping up orders,Service,Transport
109,Maintenance,,4/3/13,4/3/13,,Function,105,Transport and highways,contains,559,Street furniture,Service,Transport
109,Maintenance,,4/3/13,4/3/13,,Function,105,Transport and highways,contains,564,Street lighting,Service,Transport
109,Maintenance,,4/3/13,4/3/13,,Function,105,Transport and highways,contains,541,Street name plates,Service,Transport
109,Maintenance,,4/3/13,4/3/13,,Function,105,Transport and highways,contains,786,Taxi ranks,Service,Transport
109,Maintenance,,4/3/13,4/3/13,,Function,105,Transport and highways,contains,1713,Termination of highway rights,Service,Transport
109,Maintenance,,4/3/13,4/3/13,,Function,105,Transport and highways,contains,1117,Tourist signs,Service,Transport
109,Maintenance,,4/3/13,4/3/13,,Function,105,Transport and highways,contains,567,Traffic lights,Service,Transport
